kr_air_traffic_value_short,kr_air_traffic_value_short,fr_air_traffic_value_short,fr_air_traffic_value_short,kr_air_traffic_value_short,fr_air_traffic_value_short,fr_air_traffic_value_short,gb_air_traffic_value_short,gb_air_traffic_value_short,fr_air_traffic_value_short,de_nat_cons_yty_long,de_nat_cons_yty_long,de_nat_cons_yty_long,jp_air_traffic_value_short,fr_air_traffic_value_short,jp_air_traffic_value_short,gb_air_traffic_value_short
2013.48,2013.48,1749.16,1749.16,2013.48,1749.16,1749.16,1839.6,1839.6,1749.16,0.0089,0.0089,0.0089,2040.47,1749.16,2040.47,1839.6
1988.35,1988.35,1810.4133333333334,1810.4133333333334,1988.35,1810.4133333333334,1810.4133333333334,1919.9033333333334,1919.9033333333334,1810.4133333333334,0.013999999999999999,0.013999999999999999,0.013999999999999999,2123.22,1810.4133333333334,2123.22,1919.9033333333334
2095.59,2095.59,1871.6666666666667,1871.6666666666667,2095.59,1871.6666666666667,1871.6666666666667,2000.2066666666667,2000.2066666666667,1871.6666666666667,0.0191,0.0191,0.0191,2056.8,1871.6666666666667,2056.8,2000.2066666666667
2066.83,2066.83,1932.92,1932.92,2066.83,1932.92,1932.92,2080.51,2080.51,1932.92,0.0242,0.0242,0.0242,2082.78,1932.92,2082.78,2080.51
2038.07,2038.07,1889.7350000000001,1889.7350000000001,2038.07,1889.7350000000001,1889.7350000000001,2097.22,2097.22,1889.7350000000001,0.0131,0.0131,0.0131,2062.29,1889.7350000000001,2062.29,2097.22
2020.3733333333332,2020.3733333333332,1846.55,1846.55,2020.3733333333332,1846.55,1846.55,2068.72,2068.72,1846.55,0.0037,0.0037,0.0037,2000.48,1846.55,2000.48,2068.72
2002.6766666666667,2002.6766666666667,1702.44,1702.44,2002.6766666666667,1702.44,1702.44,2013.04,2013.04,1702.44,0.0048,0.0048,0.0048,2094.25,1702.44,2094.25,2013.04
1984.98,1984.98,1558.33,1558.33,1984.98,1558.33,1558.33,1998.56,1998.56,1558.33,0.0088,0.0088,0.0088,1935.23,1558.33,1935.23,1998.56
1896.6,1896.6,1414.22,1414.22,1896.6,1414.22,1414.22,1754.59,1754.59,1414.22,0.007,0.007,0.007,1966.905,1414.22,1966.905,1754.59
1865.25,1865.25,1295.92,1295.92,1865.25,1295.92,1295.92,1592.45,1592.45,1295.92,-0.0015,-0.0015,-0.0015,1998.58,1295.92,1998.58,1592.45
1928.1,1928.1,1177.62,1177.62,1928.1,1177.62,1177.62,1548.12,1548.12,1177.62,-0.0019,-0.0019,-0.0019,1764.72,1177.62,1764.72,1548.12
1711.88,1711.88,1358.37,1358.37,1711.88,1358.37,1358.37,1543.35,1543.35,1358.37,-0.0012000000000000001,-0.0012000000000000001,-0.0012000000000000001,1873.4,1358.37,1873.4,1543.35
1683.22,1683.22,1549.6149999999998,1549.6149999999998,1683.22,1549.6149999999998,1549.6149999999998,1538.58,1538.58,1549.6149999999998,-0.0005,-0.0005,-0.0005,1998.53,1549.6149999999998,1998.53,1538.58
1654.56,1654.56,1740.86,1740.86,1654.56,1740.86,1740.86,1716.77,1716.77,1740.86,0.0002,0.0002,0.0002,2079.35,1740.86,2079.35,1716.77
