tn_air_traffic_value_short,sa_air_traffic_value_short,tn_air_traffic_value_short,tn_air_traffic_value_short,sa_air_traffic_value_short,ae_air_traffic_value_long,sa_air_traffic_value_long,ae_air_traffic_value_long,tr_air_traffic_value_short,tn_air_traffic_value_long,sa_air_traffic_value_long,ae_air_traffic_value_long,tn_air_traffic_value_long,tr_air_traffic_value_short,tn_air_traffic_value_long,sa_air_traffic_value_long,in_inter_trade,in_inter_trade,sa_air_traffic_value_short
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2793.3683,2793.3683,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2711.8433,2711.8433,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2920.4314999999997,2920.4314999999997,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3129.0197,3129.0197,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3121.82735,3121.82735,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3114.635,3114.635,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3234.0465000000004,3234.0465000000004,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3353.458,3353.458,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3249.28735,3249.28735,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3145.1167,3145.1167,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3275.721,3275.721,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3078.686,3078.686,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.3982,2975.3982,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2967.1668,2967.1668,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3139.1467,3139.1467,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3133.7685,3133.7685,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.502,3062.502,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434.164,3434.164,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3398.013,3398.013,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3445.138,3445.138,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3266.112,3266.112,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3184.6307,3184.6307,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3383.335,3383.335,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3361.158,3361.158,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3539.171,3539.171,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3417.99,3417.99,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3491.743,3491.743,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3356.285,3356.285,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.443,3200.443,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3306.9895,3306.9895,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3413.536,3413.536,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3511.623,3511.623,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3318.783,3318.783,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3542.235,3542.235,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3630.711,3630.711,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3474.217,3474.217,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3456.622,3456.622,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3462.2535,3462.2535,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3467.885,3467.885,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3510.419,3510.419,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3186.207,3186.207,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3503.111,3503.111,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3486.714,3486.714,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3821.988,3821.988,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3804.506,3804.506,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3839.417,3839.417,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3766.283,3766.283,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3624.066,3624.066,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3670.951,3670.951,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3307.752,3307.752,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3384.861,3384.861,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3046.3515,3046.3515,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2581.4552,2581.4552,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3166.8447,3166.8447,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3012.0446,3012.0446,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3275.931,3275.931,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3261.9515,3261.9515,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3247.972,3247.972,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3104.2631,3104.2631,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2917.3132,2917.3132,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947.4695,2947.4695,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2872.7867,2872.7867,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.8155,2900.8155,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728.8033,2728.8033,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.6341,2510.6341,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2838.9311,2838.9311,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2844.3442,2844.3442,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3052.5886,3052.5886,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2943.7814,2943.7814,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.519,3062.519,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3007.4302,3007.4302,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2898.0471,2898.0471,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3016.8162,3016.8162,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2935.5578,2935.5578,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3005.7918,3005.7918,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3076.0258,3076.0258,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2814.8869,2814.8869,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3214.444,3214.444,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3149.3822666666665,3149.3822666666665,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3084.3205333333335,3084.3205333333335,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019.2588,3019.2588,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3124.6834,3124.6834,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3230.108,3230.108,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3129.613,3129.613,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3302.778,3302.778,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3374.524,3374.524,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3577.417,3577.417,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3640.066,3640.066,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3369.562,3369.562,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3675.68,3675.68,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3638.047,3638.047,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3852.176,3852.176,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3784.791,3784.791,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3912.296,3912.296,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.696,4000.696,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738.527,3738.527,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.1275,0.0,0.0,884.1275,0.0,884.1275,0.0,3763.0305,3763.0305,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1099.1366666666665,0.0,0.0,1768.255,1099.1366666666665,0.0,1768.255,0.0,1768.255,1099.1366666666665,3787.534,3787.534,0.0
0.0,3028.18,0.0,0.0,3028.18,1598.725,2198.273333333333,1598.725,0.0,2652.3825,2198.273333333333,1598.725,2652.3825,0.0,2652.3825,2198.273333333333,3599.176,3599.176,3028.18
3246.07,3403.89,3246.07,3246.07,3403.89,3197.45,3297.41,3197.45,3018.3,3536.51,3297.41,3197.45,3536.51,3018.3,3536.51,3297.41,3482.185,3482.185,3403.89
3746.4,3341.77,3746.4,3746.4,3341.77,2985.92,3211.17,2985.92,3291.32,3587.32,3211.17,2985.92,3587.32,3291.32,3587.32,3211.17,3249.259,3249.259,3341.77
3961.7,3442.18,3961.7,3961.7,3442.18,2736.9,3309.22,2736.9,3395.55,3782.93,3309.22,2736.9,3782.93,3395.55,3782.93,3309.22,3936.554,3936.554,3442.18
3829.21,3476.51,3829.21,3829.21,3476.51,2752.52,3284.5,2752.52,3819.26,4098.625,3284.5,2752.52,4098.625,3819.26,4098.625,3284.5,3903.599,3903.599,3476.51
4214.31,3496.81,4214.31,4214.31,3496.81,3123.82,3404.38,3123.82,3945.46,4414.32,3404.38,3123.82,4414.32,3945.46,4414.32,3404.38,3870.644,3870.644,3496.81
4296.256666666667,3531.23,4296.256666666667,4296.256666666667,3531.23,3134.6,3378.6,3134.6,4046.79,4691.48,3378.6,3134.6,4691.48,4046.79,4691.48,3378.6,3617.188,3617.188,3531.23
4378.203333333333,3251.94,4378.203333333333,4378.203333333333,3251.94,3038.74,3220.22,3038.74,4056.28,4390.97,3220.22,3038.74,4390.97,4056.28,4390.97,3220.22,3582.693,3582.693,3251.94
4460.15,3250.8,4460.15,4460.15,3250.8,3083.09,3128.37,3083.09,3876.02,3879.465,3128.37,3083.09,3879.465,3876.02,3879.465,3128.37,3548.198,3548.198,3250.8
4007.11,3241.8,4007.11,4007.11,3241.8,2953.77,3057.26,2953.77,3606.403333333333,3367.96,3057.26,2953.77,3367.96,3606.403333333333,3367.96,3057.26,3473.395,3473.395,3241.8
3646.24,3232.8,3646.24,3646.24,3232.8,3010.83,3131.92,3010.83,3336.786666666667,3069.65,3131.92,3010.83,3069.65,3336.786666666667,3069.65,3131.92,3417.72,3417.72,3232.8
3285.37,3401.57,3285.37,3285.37,3401.57,2996.75,3210.82,2996.75,3067.17,3038.335,3210.82,2996.75,3038.335,3067.17,3038.335,3210.82,2936.3638,2936.3638,3401.57
3540.31,3183.82,3540.31,3540.31,3183.82,2226.056666666667,3072.11,2226.056666666667,3013.75,3007.02,3072.11,2226.056666666667,3007.02,3013.75,3007.02,3072.11,3113.8584,3113.8584,3183.82
3209.42,2227.46,3209.42,3209.42,2227.46,1455.3633333333335,1801.4950000000001,1455.3633333333335,2960.33,1763.98,1801.4950000000001,1455.3633333333335,1763.98,2960.33,1763.98,1801.4950000000001,3291.353,3291.353,2227.46
2339.99,53.21,2339.99,2339.99,53.21,684.67,530.88,684.67,1543.655,520.94,530.88,684.67,520.94,1543.655,520.94,530.88,3228.21735,3228.21735,53.21
31.57,226.43666666666667,31.57,31.57,226.43666666666667,120.42,66.29,120.42,126.98,34.49,66.29,120.42,34.49,126.98,34.49,66.29,3165.0817,3165.0817,226.43666666666667
79.31,399.6633333333333,79.31,79.31,399.6633333333333,144.46,232.83,144.46,53.11,66.88,232.83,144.46,66.88,53.11,66.88,232.83,2314.7384,2314.7384,399.6633333333333
127.05,572.89,127.05,127.05,572.89,283.64,555.77,283.64,617.54,615.82,555.77,283.64,615.82,617.54,615.82,555.77,2063.8445,2063.8445,572.89
781.24,567.06,781.24,781.24,567.06,436.63666666666666,584.12,436.63666666666666,1256.8,1324.67,584.12,436.63666666666666,1324.67,1256.8,1324.67,584.12,2078.5969,2078.5969,567.06
1435.43,671.8,1435.43,1435.43,671.8,589.6333333333333,653.04,589.6333333333333,1549.75,1437.17,653.04,589.6333333333333,1437.17,1549.75,1437.17,653.04,2503.7306,2503.7306,671.8
1268.25,842.62,1268.25,1268.25,842.62,742.63,795.8399999999999,742.63,1754.37,1057.24,795.8399999999999,742.63,1057.24,1754.37,1057.24,795.8399999999999,2738.8929,2738.8929,842.62
1056.07,1060.04,1056.07,1056.07,1060.04,835.64,938.64,835.64,1721.92,936.38,938.64,835.64,936.38,1721.92,936.38,938.64,2749.8673,2749.8673,1060.04
892.28,1217.09,892.28,892.28,1217.09,939.43,1148.96,939.43,1517.3,880.49,1148.96,939.43,880.49,1517.3,880.49,1148.96,2862.0987,2862.0987,1217.09
1040.79,1207.2350000000001,1040.79,1040.79,1207.2350000000001,896.8299999999999,1156.27,896.8299999999999,1220.35,1135.62,1156.27,896.8299999999999,1135.62,1220.35,1135.62,1156.27,2811.8468,2811.8468,1207.2350000000001
1207.58,1197.38,1207.58,1207.58,1197.38,854.23,1163.58,854.23,1229.55,975.09,1163.58,854.23,975.09,1229.55,975.09,1163.58,3061.3334,3061.3334,1197.38
1098.99,1215.36,1098.99,1098.99,1215.36,968.92,1195.35,968.92,1170.34,904.46,1195.35,968.92,904.46,1170.34,904.46,1195.35,3100.7059,3100.7059,1215.36
990.4,1312.86,990.4,990.4,1312.86,974.0266666666666,1227.12,974.0266666666666,1385.63,1171.0,1227.12,974.0266666666666,1171.0,1385.63,1171.0,1227.12,2776.0333,2776.0333,1312.86
1335.04,1419.74,1335.04,1335.04,1419.74,979.1333333333333,1335.94,979.1333333333333,1288.21,1261.975,1335.94,979.1333333333333,1261.975,1288.21,1261.975,1335.94,3000.83015,3000.83015,1419.74
1341.95,1443.21,1341.95,1341.95,1443.21,984.24,1369.13,984.24,1190.79,1352.95,1369.13,984.24,1352.95,1190.79,1352.95,1369.13,3225.627,3225.627,1443.21
1536.5925,1622.94,1536.5925,1536.5925,1622.94,1118.29,1554.8,1118.29,1808.08,1754.54,1554.8,1118.29,1754.54,1808.08,1754.54,1554.8,3221.4279,3221.4279,1622.94
1731.2350000000001,1672.15,1731.2350000000001,1731.2350000000001,1672.15,1140.4,1597.32,1140.4,2416.67,2156.13,1597.32,1140.4,2156.13,2416.67,2156.13,1597.32,2939.0953,2939.0953,1672.15
1925.8775,1576.64,1925.8775,1925.8775,1576.64,1200.87,1607.8600000000001,1200.87,2657.02,2116.36,1607.8600000000001,1200.87,2116.36,2657.02,2116.36,1607.8600000000001,3184.074,3184.074,1576.64
2120.52,1647.6950000000002,2120.52,2120.52,1647.6950000000002,1405.66,1618.4,1405.66,2612.755,1925.65,1618.4,1405.66,1925.65,2612.755,1925.65,1618.4,3122.1464,3122.1464,1647.6950000000002
2041.14,1718.75,2041.14,2041.14,1718.75,1561.13,1667.1166666666668,1561.13,2568.49,1879.89,1667.1166666666668,1561.13,1879.89,2568.49,1879.89,1667.1166666666668,3059.563,3059.563,1718.75
1977.39,1770.83,1977.39,1977.39,1770.83,1767.96,1715.8333333333333,1767.96,2148.42,1932.85,1715.8333333333333,1767.96,1932.85,2148.42,1932.85,1715.8333333333333,3357.042,3357.042,1770.83
2050.69,1822.91,2050.69,2050.69,1822.91,1769.85,1764.55,1769.85,2024.31,2000.93,1764.55,1769.85,2000.93,2024.31,2000.93,1764.55,3348.6245,3348.6245,1822.91
1994.375,1639.68,1994.375,1994.375,1639.68,1592.26,1581.76,1592.26,1870.05,1698.69,1581.76,1592.26,1698.69,1870.05,1698.69,1581.76,3340.207,3340.207,1639.68
1938.06,1873.4,1938.06,1938.06,1873.4,1953.3,1789.64,1953.3,1715.79,1959.51,1789.64,1953.3,1959.51,1715.79,1959.51,1789.64,3440.375,3440.375,1873.4
2453.36,1680.49,2453.36,2453.36,1680.49,1926.34,1704.01,1926.34,1846.91,2220.33,1704.01,1926.34,2220.33,1846.91,2220.33,1704.01,3268.804,3268.804,1680.49
2303.33,2115.5,2303.33,2303.33,2115.5,1899.38,1903.7,1899.38,2021.91,2431.4,1903.7,1899.38,2431.4,2021.91,2431.4,1903.7,3851.415,3851.415,2115.5
2615.52,2203.66,2615.52,2615.52,2203.66,1872.42,2104.68,1872.42,2488.7,2435.53,2104.68,1872.42,2435.53,2488.7,2435.53,2104.68,3797.433,3797.433,2203.66
2784.23,2352.505,2784.23,2784.23,2352.505,2133.76,2390.3,2133.76,2468.78,2736.39,2390.3,2133.76,2736.39,2468.78,2736.39,2390.3,3890.3289999999997,3890.3289999999997,2352.505
2952.94,2501.35,2952.94,2952.94,2501.35,2207.15,2454.07,2207.15,2527.26,2964.07,2454.07,2207.15,2964.07,2527.26,2964.07,2454.07,3983.225,3983.225,2501.35
3072.38,2447.7266666666665,3072.38,3072.38,2447.7266666666665,2139.1,2349.57,2139.1,2526.07,2831.51,2349.57,2139.1,2831.51,2526.07,2831.51,2349.57,4002.127,4002.127,2447.7266666666665
2891.47,2394.1033333333335,2891.47,2891.47,2394.1033333333335,2125.73,2364.82,2125.73,2413.42,2616.275,2364.82,2125.73,2616.275,2413.42,2616.275,2364.82,4021.029,4021.029,2394.1033333333335
2597.57,2340.48,2597.57,2597.57,2340.48,2088.36,2286.6400000000003,2088.36,2248.37,2401.04,2286.6400000000003,2088.36,2401.04,2248.37,2401.04,2286.6400000000003,3784.029,3784.029,2340.48
2459.82,2433.71,2459.82,2459.82,2433.71,2235.52,2208.46,2235.52,2135.75,2276.65,2208.46,2235.52,2276.65,2135.75,2276.65,2208.46,3893.865,3893.865,2433.71
2329.285,2361.53,2329.285,2329.285,2361.53,2292.16,2130.2799999999997,2292.16,2005.67,2232.5733333333333,2130.2799999999997,2292.16,2232.5733333333333,2005.67,2232.5733333333333,2130.2799999999997,4032.7945,4032.7945,2361.53
